"Gene","HR","p.value"
"C14orf139",0.872,0.0313721285877906
"ATG2B",0.772,0.0313769938368061
"HCRTR2",0.766,0.0313806729600223
"DNM1P35",0.856,0.0314459268139592
"KIAA1486",0.919,0.0314730257606266
"ATP4B",0.868,0.0314908486932064
"TBC1D9",0.797,0.031495070317415
"NPHP3",0.795,0.0315063140845877
"CCDC22",0.711,0.0315263444743643
"CD33",0.89,0.0315548587995903
"PRUNE2",0.901,0.0315829396641725
"TMEM44",1.23,0.0315929695273914
"ARGFXP2",0.832,0.0316086944411931
"SLCO1B1",1.103,0.0316587797611802
"MKL1",1.385,0.0316753467682255
"ENPP6",0.87,0.0316771638195168
"C17orf47",0.836,0.0316895705683531
"INVS",1.395,0.0316932737285681
"MYO15B",0.901,0.0317027262811308
"SEMA7A",1.14,0.0317699891149631
"TMEM175",0.79,0.0317719035966927
"DLX3",0.924,0.0317738720359731
"NSUN5P2",0.88,0.0317835274184142
"LOC158572",0.819,0.0318290904090964
"NHLRC1",0.829,0.0318305305290752
"EOMES",0.897,0.0318515601949184
"DIO1",0.926,0.0318938294570145
"PEF1",0.681,0.0318947455867578
"FANCA",1.173,0.0318968735648286
"MIIP",0.802,0.0319047882027275
"CASQ2",0.913,0.0319057609505432
"RASAL2",1.239,0.0319098709602038
"DTX3",0.846,0.0319234423301188
"CCDC60",0.925,0.031953645494805
"KIAA0494",0.74,0.031961273629507
"SLC35E2",0.841,0.0319767259056278
"C1orf95",0.939,0.0319932739943396
"SRPK3",0.925,0.0319985178178645
"RNF144B",0.849,0.0320174534693017
"CLCNKA",0.911,0.0320175187723956
"PPP1R1C",1.097,0.0321063542589359
"C5orf55",0.851,0.0321064920469226
"LOC440896",0.816,0.0321072892235881
"GAB2",0.834,0.0321084136336273
"ENTPD3",0.913,0.0321179540086333
"ISL2",1.113,0.0321280217738542
"GPR37L1",1.123,0.0321759805399063
"PI3",1.059,0.0321770424712575
"GPR35",1.088,0.0323054169962424
"FAM164C",0.839,0.0323308763865427
"RNF113A",0.721,0.0323708081882688
"C6orf62",0.673,0.032400199951923
"ITFG2",0.77,0.0324221808944938
"AXIN2",0.877,0.0324261987906135
"ABCB1",0.88,0.0324314965037858
"CCDC33",0.926,0.0324354661640165
"OGDH",1.364,0.0324445891117107
"AASS",0.879,0.0324514934705137
"C17orf87",0.9,0.0325189046503572
"FCRLB",1.157,0.0325305338913577
"POP1",1.264,0.0325369893322361
"CHAF1A",1.228,0.032550568307227
"GGT7",0.835,0.0325678240011737
"PLXNB1",0.85,0.0325833376524516
"RCOR3",0.749,0.0326199129118092
"AQP10",0.844,0.0326655762707824
"HSPA1A",1.196,0.0326778508193121
"ALS2CR11",0.918,0.0326807920165662
"TUFT1",1.246,0.0326840271945088
"SNTA1",0.841,0.0326942509920405
"PSIMCT.1",1.165,0.0326979429798139
"C12orf60",1.208,0.0327080632065451
"ASAP1",1.243,0.0327447674242937
"FHL1",0.898,0.0327527440562097
"FAM103A1",1.333,0.0327765419194808
"KLHDC5",1.299,0.0327884209017939
"YWHAE",1.385,0.032795821989361
"PAQR4",1.186,0.0328042493862948
"LOH12CR2",0.822,0.0328070724656732
"ACSL5",0.897,0.0328280391166021
"MC5R",0.825,0.0328446501117654
"SLC25A45",0.811,0.0328551726145035
"JAM2",0.867,0.0328964736348745
"C9orf135",0.94,0.0329196705962551
"DSP",1.112,0.0329275276489702
"URB2",1.304,0.0329659594099273
"ACSL1",0.83,0.0330167273243486
"LHX2",1.085,0.0330170760097635
"LPHN1",0.856,0.0330899468649684
"BAAT",0.932,0.0331151179925493
"LOC541471",1.173,0.0331678743738343
"IQGAP2",0.885,0.0331765828259157
"RANBP3L",0.903,0.0332085104702783
"GPRASP2",0.806,0.0332210581201303
"HSPB9",0.893,0.0332355464655552
"PTGR1",1.134,0.0332544684358411
"NOS3",0.885,0.0332982784708359
"GPD2",1.341,0.0333010098558494
"TMEM87B",1.395,0.0333242760255597
"IL18RAP",0.887,0.033329398193268
"ABI2",0.732,0.0333670048535884
"NFKBIZ",0.879,0.0333788089048137
"ADAMTS17",0.896,0.0333974175303493
"ZNF389",0.878,0.0334018200624045
"C22orf46",1.266,0.0334176582921058
"SC65",1.17,0.0334329338383103
"C14orf159",0.83,0.0334483749402649
"SCN11A",0.859,0.0334816346996476
"FBXL21",1.156,0.0334817225525042
"EIF3H",1.312,0.0334843907139411
"ZNF598",1.313,0.0335163854702625
"L1TD1",0.891,0.033522409521825
"KLB",0.918,0.033536804936476
"PZP",0.925,0.0335565208743228
"GOLGA6L6",0.886,0.0336021466173724
"SLC1A2",0.903,0.0336066552424073
"ATXN7",0.777,0.0336469851742694
"ELF2",0.652,0.0336561381046721
"LARP6",1.132,0.0336563234886942
"FA2H",1.106,0.0337007253142854
"SUGT1",1.395,0.0337434677663095
"ABL1",1.36,0.033745167311284
"MTMR7",0.902,0.0337551812779636
"RAB20",0.801,0.0337653940845445
"DAK",1.29,0.033806333954012
"ABCD1",1.251,0.0338102317818115
"SPRR2A",1.072,0.0338123269448982
"BBS1",0.778,0.0338419874972585
"SLC35F2",1.207,0.0338571350745043
"CDA",1.073,0.0338675223660292
"TCTEX1D1",0.892,0.0338704662406623
"DEDD2",1.358,0.0338797108911569
"CTXN2",0.795,0.033914613167749
"PITPNC1",1.15,0.0339334986613759
"LOC643837",0.735,0.0339846577555955
"WDR18",1.274,0.0339938453736158
"ARHGAP18",0.826,0.0341045378786391
"EGR2",0.883,0.0341531276899645
"RHPN1",0.881,0.034162813589512
"PLGLB2",0.868,0.0341965984820944
"C1orf112",1.225,0.0341986300595517
"C14orf73",0.905,0.0342016890701146
"MAN2B1",0.762,0.0342099113962302
"RDH16",1.131,0.0342271037487201
"NINL",0.857,0.0342328997079325
"NKTR",0.846,0.0342330377872718
"HSPC157",0.792,0.0342837011308733
"LILRB1",0.886,0.0343095985619538
"RSBN1L",0.723,0.0343195664719173
"DOK4",0.876,0.0343255915220557
"GAS2L2",0.931,0.0343305566706222
"PELI1",0.822,0.0343458601861676
"TWIST2",1.125,0.0343515250079511
"JAGN1",1.342,0.0343529832306426
"PIGX",1.314,0.0343583881477126
"SCML2",1.113,0.0343599271608615
"DNAJA1",1.362,0.0343658130055784
"S100A11",1.236,0.0343679022625779
"TSC22D3",0.864,0.0343938619976402
"LRRC37A3",1.174,0.034399300276114
"SDC1",0.838,0.034403170011269
"DNAH9",0.944,0.0344230107323498
"NINJ1",0.802,0.0344443551928016
"TEX261",0.662,0.0344555659976767
"SLC6A13",0.881,0.0344601159499369
"C17orf51",1.222,0.034482602566876
"NAB1",1.326,0.0344851904528731
"ZNF366",0.891,0.0345013245783418
"BSPRY",0.831,0.0345653522691805
"ACAD11",0.819,0.0345886685848163
"LOC202181",0.857,0.0345917955303302
"CCDC88B",0.861,0.0346314868671311
"TEK",0.883,0.0346336736786655
"OPA1",1.336,0.0346593351743058
"SDCCAG8",0.734,0.0346615837669687
"SEMA4G",1.114,0.0346942103515198
"TMEM151B",0.881,0.0347189195986935
"CC2D1A",0.767,0.0347441661476589
"AGRN",1.189,0.0347560569227753
"MED15",1.317,0.0348158916744673
"GPM6B",0.887,0.0348290357387642
"LUC7L",0.813,0.0348520583475974
"LCP1",0.881,0.0348551911514294
"UBA6",1.336,0.0349088713255543
"GGA1",0.756,0.0349219748463526
"LTA",0.89,0.0349260459426452
"STRN4",1.356,0.0349565091767497
"FOXL2",1.092,0.0349766017836124
"ACAN",1.09,0.0349807351362523
"GUCY1B3",0.837,0.035017726410386
"BCAS4",0.826,0.0350410327783691
"CCDC40",0.881,0.0350644993404885
"ZNF599",0.796,0.0351148722917391
"CD180",0.886,0.03512218257872
"GDF5",0.919,0.0351441683847286
"NR2F2",1.214,0.0351648656075565
"KLHL11",0.856,0.0351779618161923
"NCRNA00171",0.788,0.0351993036137884
"AVPI1",1.151,0.035201702908419
"MSH4",0.824,0.0352229765548817
"GLG1",1.362,0.0352569502136399
"PLCB3",1.313,0.035261684914104
"WDR52",0.887,0.0353419608068764
"PLCD1",0.84,0.0354041233246731
"HOXB9",1.045,0.035413918824366
"PARP11",0.838,0.0354166390901065
"MS4A8B",0.95,0.0354902654454805
"NRAP",0.861,0.0354925928761043
"PAN3",0.742,0.0354949708586452
"BMP3",0.938,0.0355164312234192
"TBKBP1",0.81,0.0355618364785798
"HP",0.952,0.0356272418479549
"LGALS8",0.737,0.0356285795778979
"C10orf111",0.851,0.0356306614043738
"PTP4A3",0.866,0.0356468823701665
"NUDT16L1",0.773,0.035667016395441
"TMEM66",0.78,0.0357317021478623
"CCND2",0.865,0.0357361139981694
"FAM119A",1.329,0.0357597537036883
"KCTD14",0.905,0.0357608252577285
"CHST11",1.163,0.0357749965042489
"EI24",1.406,0.0358126305793208
"C2",0.897,0.0358144839837195
"BMS1P5",0.848,0.0358151812144301
"APCS",1.149,0.0358217252044833
"ZNF207",1.706,0.03582372043138
"SAPS1",1.367,0.0358294239198237
"PCBP4",0.786,0.0358889146963479
"CASP9",1.291,0.0359525770910526
"PNP",1.226,0.0359578240799294
"FCN3",0.921,0.036022376042567
"FAM82A2",0.7,0.0360360686780546
"PPIF",1.279,0.0360368937643767
"ABCA17P",0.911,0.0360374356586384
"FUT7",0.893,0.0360507131285247
"USP1",1.315,0.0360534113938949
"FXYD6",0.863,0.0360746845938881
"VPREB3",0.912,0.0360770239286715
"MCL1",1.361,0.0360882854228187
"PSMB6",1.301,0.0361902396655206
"RPE65",1.276,0.0362136209512309
"PIK3R3",0.845,0.0362211257211472
"ZNF526",1.416,0.0362212422929701
"TPD52L2",1.355,0.0362223157889932
"SLC25A16",0.795,0.0362985383916679
"KCTD15",1.16,0.0363638155277925
"SCRG1",0.88,0.0363741807848676
"IFFO2",0.857,0.0363847968193512
"P2RX7",0.904,0.0364065465435778
"SUZ12P",0.812,0.0364721196509394
"DCN",0.89,0.0364920709374328
"FLJ36777",0.862,0.0364967586310347
"RWDD2A",0.776,0.036522405133777
"XCL2",0.888,0.0365326521266305
"NAP1L2",0.908,0.0365346738545681
"SSBP4",0.818,0.036590497812589
"ATP6V0E2",0.84,0.0365908174748689
"VOPP1",1.227,0.0366052959522524
"YPEL4",0.865,0.0366083868669355
"FBLN5",0.876,0.0366084949034749
"PAN2",0.821,0.0366280780123096
"PIPOX",0.899,0.0366559280946971
"ALG11",1.219,0.0366583237121938
"DEXI",0.741,0.0366670805575884
"GPR160",0.882,0.036678299037142
"RINL",0.829,0.0366894859165516
"HTR3C",0.835,0.036702328542333
"HGSNAT",1.223,0.0367214246870826
"CSDAP1",1.217,0.0367499474731756
"GLRA2",1.263,0.0367813997851209
"STXBP2",0.724,0.0367815276183789
"RNF26",1.342,0.0368141118000509
"FAM20A",0.891,0.0368464704032607
"ZNF658",0.842,0.0368888235763552
"SSB",1.409,0.0369044460663824
"KIF12",0.932,0.0369287899367493
"BCKDHB",0.776,0.0369533967815719
"CSF3R",0.905,0.036958908000757
"LOC115110",0.89,0.0369635207905892
"ITGA2",1.098,0.0369711184143747
"LGALS9B",1.077,0.0369792606320086
"TBXAS1",0.865,0.0369857866130256
"TMPRSS11F",1.251,0.0369907777061745
"ACER2",0.87,0.0370136875569968
"C6orf211",1.328,0.0370286668498964
"ARF6",1.387,0.0370863622282238
"GSS",1.33,0.0370898883453085
"C1orf158",0.925,0.0371559182363665
"CKAP5",1.283,0.0371960096545102
"SOCS1",0.868,0.0372054858489226
"BPIL1",0.957,0.0372516194994093
"FAM181A",0.92,0.0372530226873998
"C4orf23",0.692,0.0372937724897916
"RARG",1.21,0.0373196214729735
"CNTN6",0.929,0.037360614261952
"CSGALNACT1",1.169,0.0373639241877738
"C5orf15",1.319,0.0373754208652428
"SLC29A3",0.8,0.0373982863086112
"HIST1H2BO",1.126,0.0374601587848096
"ENTPD2",1.088,0.0375189073192012
"CCL19",0.932,0.0375480162516528
"C4orf48",1.118,0.0375666664218613
"RNF38",0.764,0.0375733496982434
"PMS2L3",0.842,0.0375821741708367
"MTA2",1.493,0.0375835200089179
"UBA7",0.848,0.0376450136266149
"ROD1",1.366,0.0376490948970734
"INF2",1.232,0.03766940793653
"KLK5",1.059,0.0376994093566323
"GATA4",1.077,0.0377303983908564
"NCKAP1L",0.892,0.0377799996151975
"SLC25A33",0.795,0.037813269209891
"CD96",0.892,0.0378497621828483
"GLDN",0.905,0.0378614851145422
"DEFB1",1.058,0.0378660229121008
"GPR34",0.894,0.037872483574887
"S100B",0.923,0.0378916853349997
"LTB4R2",0.862,0.0378935659141928
"ZNF512B",0.825,0.0379024827338948
"MAPKAPK3",0.801,0.0379746809726966
"LOC550643",1.274,0.0380168267254139
"UBXN2A",1.379,0.0380185038670805
"ABTB1",0.795,0.0380269120565015
"ITGAV",1.191,0.0380293277227074
"RRN3P2",0.862,0.0380615002768026
"TATDN1",1.236,0.0380667491402765
"BAZ2B",0.772,0.0380855540820659
"C13orf15",0.855,0.0381048769327819
"BHLHA15",0.91,0.0381113191262647
"MARCH1",0.879,0.0381434356320027
"FDPS",1.283,0.0381785411304145
"ANP32C",1.165,0.0381804468423613
"NIP7",1.33,0.0381980822746747
"RECQL",1.261,0.0382009976399781
"FLJ26850",0.873,0.0382765271832513
"PTX3",1.106,0.0383126271537366
"INSIG2",0.764,0.0383188485059987
"FAM162B",0.89,0.0383378437487052
"ZNF417",0.777,0.0383393452755399
"SIAH3",0.868,0.0383579479798945
"ABCC1",1.226,0.0384037782002094
"CHST5",0.874,0.0385019002022644
"SDC4P",0.477,0.0385068935784441
"BAT5",0.722,0.0385327815678655
"GART",1.335,0.0386061037418353
"DONSON",1.207,0.0386071572723185
"PRR15L",0.897,0.0386529910820125
"NPY2R",0.637,0.0386796452750287
"TULP2",0.839,0.0386861422289296
"HSPBAP1",0.774,0.0387103351260167
"LMBRD1",0.766,0.0387248422862158
"ALOX5AP",0.899,0.038767741691343
"TMEM119",0.887,0.0387869125262421
"HKR1",0.786,0.0387940632172515
"TMEM64",1.162,0.0387999295517529
"CFP",0.891,0.0387999898805081
"IQCG",0.834,0.0388634243834292
"SCTR",0.951,0.0389000122863693
"COLEC12",0.907,0.0389428715491343
"NLRP2",0.946,0.0389882139166361
"LCP2",0.87,0.0389975534581797
"C14orf86",0.862,0.0390741084690051
"E2F8",1.138,0.0390972082694591
"ZNF157",0.862,0.0391061740716067
"ADAM9",1.184,0.0391189049222395
"FGF1",0.891,0.0391527120743226
"AGAP2",0.876,0.0391689721144633
"GOLT1B",1.214,0.0391705657969895
"LOC284798",0.893,0.0392014916986326
"CLPTM1L",0.807,0.0392109775526155
"NOP10",1.268,0.0392114969903116
"MN1",1.129,0.0392199443627339
"C1orf173",0.943,0.0392372190983965
"ART5",0.902,0.0392511729311139
"HIST1H1A",0.577,0.0393151170162229
"AATF",1.399,0.0393266534981223
"TMEM168",0.737,0.039343255356084
"DNASE1",1.185,0.0393450684412235
"IWS1",1.552,0.0393658749995656
"KCTD5",1.28,0.0393749475136426
"LARGE",0.895,0.0393753753448269
"C17orf68",0.794,0.0393988081779888
"PPPDE2",1.213,0.0394065480424651
"GIMAP4",0.859,0.0394070294129491
"NOP16",1.239,0.0394263355312523
"UBR2",0.741,0.0394286691796207
"AMDHD1",1.099,0.0394325237057248
"CDHR2",1.059,0.0395179426538652
"DHCR7",1.218,0.0395562084182939
"EPHB2",1.121,0.0395650881854175
"DDB1",1.511,0.0395859653809719
"KCNK1",1.114,0.0395915901524872
"PPAPDC1A",1.075,0.0396030711462824
"HCCS",1.367,0.039633903317344
"ATP6V0A1",0.797,0.0396597125581923
"ARSG",0.86,0.0396967106906272
"SNX21",0.846,0.039701217594484
"FMO5",0.925,0.0397184278067116
"NFKBID",0.879,0.0397355716197986
"ENHO",0.91,0.0397881350422957
"SPIN3",0.813,0.0397898813358705
"LOC285548",1.134,0.0398021293126452
"ALPL",0.933,0.039815629655118
"FST",1.074,0.0398579266524395
"RAPGEF5",0.862,0.0398676258533719
"PMAIP1",1.117,0.0399205209479657
"MTHFD2L",0.8,0.0399524162735941
"CRP",1.113,0.0399541181619813
"DNAJC10",1.266,0.0399710596532208
"VRK2",1.332,0.0400069325062581
"HSD17B4",0.785,0.0400073271725821
"HPR",0.916,0.0400129054782892
"C1orf141",0.905,0.0400199584823402
"LOC100131434",0.902,0.0400252369766792
"PCDP1",0.939,0.0400420528717097
"ZER1",0.724,0.0400767776283254
"IL17RB",0.88,0.0400772140941024
"FOXF1",0.871,0.0400859099476236
"KCNJ5",0.913,0.0401245999619181
"MLKL",1.216,0.0401293772155109
"FKTN",1.365,0.0401367997319564
"LNX2",0.807,0.0401377330462484
"LOC285780",0.767,0.040174153962796
"THAP9",0.717,0.0401757313229223
"KCNB2",0.892,0.0401828127976011
"PRICKLE4",0.909,0.0401970787627385
"PGBD3",1.364,0.040208911158363
"ADORA2A",0.833,0.0402329874901158
"HSDL2",0.789,0.040239121332797
"JSRP1",0.93,0.0402499089009364
"COL5A1",1.116,0.0402516270473476
"WIT1",1.113,0.0402704096585271
"CLC",0.898,0.0402894209620137
"ICOS",0.898,0.0402974476763184
"OR7E91P",1.113,0.040316170751256
"DDX21",1.208,0.0403182317496161
"PHKB",0.782,0.0403819609133665
"GORAB",0.756,0.0404139773749666
"LOC284578",0.933,0.0404197247282173
"VCAN",1.109,0.0404240509109367
"PPP2R1B",1.233,0.0404466275780479
"LRRC2",0.895,0.0404552787111323
"LPIN2",0.847,0.0404761277737789
"MRPS11",1.3,0.0405149549823055
"CHPF",1.211,0.0405230538793152
"SLC38A8",0.9,0.0405247717678595
"C21orf84",1.137,0.0405937236732327
"TMEM150C",0.911,0.0405953645548682
"PABPC1L2B",0.858,0.0406299797657718
"KRT80",1.128,0.0406584142599517
"SLC5A6",1.279,0.0406609482480472
"SUGT1L1",0.833,0.0406827787137047
"ALDH6A1",0.844,0.0406976533281627
"SMCR5",0.812,0.040722624140674
"C4orf50",0.835,0.0407287310013588
"FOXO4",0.794,0.040738390945446
"SPACA5",0.696,0.0407572858902684
"SLC26A10",1.109,0.0407818384856507
"PRKCDBP",1.154,0.0407820552953432
"DOK6",0.899,0.0407903269197231
"MGAT4A",0.827,0.0408432589092785
"AMZ2P1",0.807,0.0409257811780663
"IL21R",0.894,0.0409493211010434
"SPANXA2",1.123,0.0409500933044947
"GOPC",1.395,0.040984986560062
"GNB3",0.889,0.0409961140204562
"RIN1",1.146,0.0410055257543198
"SF3B14",1.344,0.0411231377329855
"FKBP5",1.136,0.0411860717522709
"C15orf50",0.854,0.0411865014426636
"VCL",1.241,0.0412081962588211
"EIF3E",1.245,0.0412539402415303
"TRIM55",0.924,0.0413570803651954
"SNRPA",1.372,0.0413597950967597
"MRAS",0.831,0.0414021913575078
"C19orf44",0.784,0.0414157250478022
"OCM",0.834,0.0414390548382245
"KIAA1826",0.798,0.0414438360372198
"ICOSLG",0.838,0.0414485420218883
"CCNF",1.172,0.0414510182429774
"TDRD1",0.933,0.0414613270062604
"PSMB2",1.388,0.0414702498654297
"SLC25A32",1.338,0.0414859867313931
"LMF1",0.863,0.0415233926102711
"LOC96610",0.924,0.041533329794172
"LPCAT2",0.853,0.0415614832114887
"GNGT2",0.865,0.0415777258517147
"MTRR",0.811,0.0415980150643721
"SATB1",0.877,0.0416187910735408
"SACM1L",0.732,0.0416256529210693
"XPNPEP3",1.345,0.0416270060546005
"CLASP2",0.711,0.0416557583830052
"CDON",0.882,0.0416615638328217
"PDE4B",0.869,0.0417038954763793
"FRMD8",1.4,0.0418550072950555
"WDR86",0.925,0.0418680449872989
"TMEM38A",0.855,0.0418723157853779
"FBXO33",0.751,0.0419428447050998
"MAD1L1",1.285,0.0419515925010469
"NLRP3",0.89,0.0419655649943167
"GPR82",0.893,0.0419766638721574
"SMOC1",1.052,0.0419819096040698
"C12orf72",0.768,0.041982997283911
"SPANXE",1.12,0.0420073952120086
"GGT5",0.871,0.0420297364196836
"CLCNKB",0.921,0.0420586984179357
"SSBP1",1.315,0.0420592244079603
"ATG9B",0.909,0.042074350577154
"WIF1",0.957,0.0421031705825513
"C1orf194",0.939,0.0421130575797127
"GIT2",0.697,0.0421230152118139
"UPK1A",1.098,0.0422047528008299
"HDGFRP3",1.153,0.0422728854517977
"MYST1",0.753,0.0424275963751841
"SGSH",0.784,0.042443189231797
"GPSM2",1.195,0.042482596051837
"FAM105A",0.894,0.0424833742236768
"DOK2",0.887,0.0424835673430965
"TCL1A",0.928,0.0425033740878553
"ATL3",1.263,0.0425088724438473
"UPB1",0.882,0.042548744717525
"LRRK2",0.937,0.0425786338955022
"PMM1",0.844,0.0425926154944913
"ZNF438",0.737,0.042600583515091
"LOC100132707",0.811,0.0426700577190524
"C10orf28",0.692,0.0426743704231576
"NLRP14",0.836,0.0427253383743737
"AGPAT9",1.128,0.0427301795593914
"LOC643719",0.872,0.0427379021330079
"PRTN3",1.116,0.0427482799359449
"GINS4",1.139,0.0427752639625071
"UBP1",0.685,0.042777833281568
"WHSC1",1.23,0.0428085425496272
"NPEPL1",0.832,0.0428149516234131
"MGC29506",0.927,0.0428513456271831
"TREM1",0.921,0.0428559347975161
"C1orf172",0.785,0.0428661086798784
"MTIF2",1.399,0.042886903274145
"ELN",0.92,0.0428982946360295
"GIPC3",1.177,0.0429070884573002
"HN1L",1.31,0.0429078894282103
"PKIG",0.852,0.0429193815854267
"SRP72",1.336,0.042976124909539
"CPT2",0.711,0.0429926890444661
"EML3",0.735,0.0430521088995867
"SAMD10",0.826,0.0430872892797975
"FLJ45983",1.156,0.0431222627267822
"PLCL2",0.865,0.0431275314951412
"CYB5A",0.877,0.0431942267620669
"SYNPO",0.863,0.0432019555428265
"NKIRAS2",1.351,0.0432293136706924
"TRIM52",0.823,0.0432296855865862
"ATF1",1.292,0.0433153845960098
"FAM100B",1.273,0.0433583843919626
"ZBP1",0.906,0.0433929023479955
"PTPRO",0.903,0.0434125749556488
"HNRNPA0",1.42,0.0434145847498327
"IFT80",0.823,0.0434341795798181
"EVI2A",0.885,0.0435071280884144
"BMPR1B",1.083,0.0435269751211492
"TBC1D24",0.834,0.0436025992825705
"ALDH4A1",0.832,0.0436305873010327
"LINGO3",0.89,0.0436690194133389
"F8",0.849,0.0436706755063742
"CCDC14",0.84,0.0436746093116057
"FIP1L1",1.365,0.0437167988264666
"RBCK1",1.303,0.043723387799259
"T",0.933,0.043726709267761
"ANO2",0.883,0.0437319968980477
"BAHCC1",0.868,0.0437372545825282
"GCN1L1",1.299,0.0437471147369673
"PHF5A",1.253,0.0437481578985839
"DULLARD",1.507,0.0437508001261081
"C19orf59",0.937,0.043759920338971
"CSAD",0.888,0.0438661231860348
"ZNF732",0.891,0.0438964796548161
"HES4",1.126,0.0439181398625089
"HPS3",1.318,0.0439198031755005
"HSD17B8",0.857,0.0439337121288458
"C10orf2",1.247,0.0439340592177369
"AGPAT2",0.856,0.0439747373714103
"ANKMY1",0.821,0.0440067057932383
"ATG9A",1.451,0.0440117836279603
"ESRP2",0.819,0.0440259670653178
"SMCR7",0.775,0.0440378440524412
"USP49",0.867,0.0440708329901217
"SLC25A23",0.8,0.0440806850478847
"GPNMB",0.896,0.0441010367420656
"C20orf177",0.819,0.0441012939669492
"KCNE1",0.921,0.0441603178873956
"PSMC1",1.267,0.0441683775198681
"ABI3",0.857,0.0442103955986514
"ARSA",0.838,0.0442699713928919
"RQCD1",1.341,0.044356195968515
"ARG2",0.847,0.0443642964989913
"PIK3R5",0.88,0.0444037124992711
"TMEM53",0.773,0.0444422734517885
"SKAP2",1.21,0.0445276290195863
"PPFIA2",0.897,0.0445338852958046
"C3orf35",0.866,0.0445344258298488
"SOSTDC1",0.939,0.0445490780517044
"UCKL1AS",0.9,0.0445525034851794
"C16orf87",1.297,0.0445602111519895
"DUSP3",0.74,0.0445638879288782
"CES4",0.932,0.0445769759839801
"TMEM184B",1.323,0.0445893996603512
"ZNF501",0.853,0.0446031093421506
"C1orf213",0.864,0.0446113004473816
"C8orf85",0.923,0.0446184874516645
"GUCY2C",1.083,0.0446303325812513
"RING1",0.737,0.0446395115074234
"LOC572558",0.81,0.0446716753417845
"ZNF232",0.778,0.0446750857827151
"DOK3",0.873,0.0447208362562044
"D4S234E",0.911,0.0447273338339836
"IL2RG",0.886,0.0448013568398867
"GTF2A2",1.258,0.0448182841953677
"FAM150B",0.907,0.0448453369610481
"LPAR3",0.929,0.0448677379385015
"CYP27C1",1.076,0.044919022842666
"LOC399815",1.115,0.0449838591700931
"GSG1L",0.823,0.0449890601378489
"KRT38",0.779,0.0450248003629937
"WWP1",1.314,0.0450940893957997
"PCK2",0.795,0.045155953769453
"KIAA0141",0.756,0.0451739371444714
"CDHR3",0.948,0.0452473579321438
"MRPS9",1.36,0.0452605875548978
"ADORA3",0.892,0.0453034800571067
"IKBIP",1.239,0.0453088407345817
"FOXP4",0.822,0.0453134812733634
"MRPL3",1.333,0.045354925799332
"MOV10",1.291,0.0453550117791648
"ZC3H14",1.305,0.0453646970334226
"ZFP92",0.871,0.0453756507064552
"NRG4",1.082,0.0453788471201867
"SH2D3C",0.844,0.0453899821770418
"HOXC8",1.076,0.0455069477047422
"PACS1",1.285,0.0455164479796228
"KRT85",1.264,0.0455402334393859
"CRKL",1.315,0.0455597834931893
"PFDN4",1.213,0.0456114329452248
"NR2E3",0.836,0.0456244461228448
"LOC100190986",0.888,0.0456392401469256
